,ID,BatteryLevel,Lat,Lng,Type,Status,Heure,Jour
0,e90536f1-7b8d-4284-bf45-c337b418875c,63,48.842964,2.306826,escooter,ACTIVE,14h,Lundi
1,f6858f70-1f06-4665-8823-9290851a3daf,86,48.852206,2.365794,escooter,ACTIVE,14h,Lundi
2,96633de0-823c-4836-addb-e15fa41e26c6,71,48.822769,2.340591,escooter,ACTIVE,14h,Lundi
3,38fdd288-de12-417d-9b4a-bb9591d5b5c3,100,48.847951,2.397721,escooter,ACTIVE,14h,Lundi
4,12f17a08-2dc7-45b0-8b49-95d26b743056,74,48.868398,2.361823,escooter,ACTIVE,14h,Lundi
5,458760c1-8f94-4732-a42e-5fcdf3ac0b66,37,48.866391,2.326498,escooter,ACTIVE,14h,Lundi
6,b2dffff1-c588-4508-8f2d-784b277b3d59,76,48.85204,2.316019,escooter,ACTIVE,14h,Lundi
7,ab13f0f0-34a4-497e-aa5a-cbb6d186e2b2,62,48.865017,2.286441,escooter,ACTIVE,14h,Lundi
8,46d4c3be-91cd-443d-8841-4438d74f8891,71,48.833754,2.395067,escooter,ACTIVE,14h,Lundi
9,beb2d0c7-e42d-4339-b13d-d815fe3561dd,63,48.867388,2.270595,escooter,ACTIVE,14h,Lundi
10,18122104-8e30-47b0-bf14-53212ebe1e94,100,48.849924,2.327966,escooter,ACTIVE,14h,Lundi
11,1fa4a452-f90f-4d6d-8757-8f68786ce60a,81,48.858277,2.388315,escooter,ACTIVE,14h,Lundi
12,a8c7f689-e22e-4037-907d-d8e3674e7f08,85,48.885659,2.288889,escooter,ACTIVE,14h,Lundi
13,a8b8e186-4877-458a-a93e-52900c1aba3f,85,48.8666428640414,2.32653736470224,escooter,ACTIVE,14h,Lundi
14,83d0c8dc-ab3b-4818-9777-403c69d6a9bd,44,48.870595,2.28966,escooter,ACTIVE,14h,Lundi
15,209a1431-9eae-4d89-b6af-5ee7eb05800a,51,48.855637,2.390147,escooter,ACTIVE,14h,Lundi
16,47cc1d2f-4fe9-4285-9a2b-03cb84b136ab,86,48.867504,2.326356,escooter,ACTIVE,14h,Lundi
17,b8ea32da-e933-472d-a733-6d3018118a59,58,48.83115,2.323901,escooter,ACTIVE,14h,Lundi
18,0edb6fa6-eee6-4969-af06-969ce28087d8,100,48.883968,2.344646,escooter,ACTIVE,14h,Lundi
19,5374bc93-0432-4991-970a-8edee03ca82e,73,48.828106,2.372744,escooter,ACTIVE,14h,Lundi
20,ce51e2f0-3d60-450f-bd69-be648161f01c,65,48.857233,2.283135,escooter,ACTIVE,14h,Lundi
21,520e1e79-f7fc-471c-a4e5-f01a8c179f48,100,48.847461,2.39502,escooter,ACTIVE,14h,Lundi
22,b126ad95-0f71-4c82-9003-5aa7128338cc,31,48.873784,2.321099,escooter,ACTIVE,14h,Lundi
